0.14175904 	0.21494882 	0.00006046 	0.30349301 	0.14136404 	-0.98380096 	-0.38266305 	1 
0.01116136 	0.00820415 	0.42749378 	-0.16822270 	0.19696159 	-1.78390358 	-0.91981560 	1 
-0.19160873 	-0.35934192 	1.43894490 	-0.76181710 	0.20755160 	-0.66588820 	-1.18635720 	1 
-0.34626388 	-0.47420007 	1.03690366 	-0.68733567 	0.31874671 	-0.95852756 	-1.22705057 	1 
0.44419577 	0.32980697 	1.37123269 	0.06650665 	0.80323970 	-1.55976843 	-0.47422315 	1 
-0.16067770 	-0.26745540 	1.01997561 	-0.54740087 	0.14136404 	-0.82351440 	-0.91981560 	1 
-0.05413749 	-0.05305353 	0.37670962 	-0.14790958 	0.00104639 	-0.07595385 	-0.38469772 	1 
-0.25347079 	-0.35168471 	0.85069509 	-0.47066243 	0.11488901 	-0.66522311 	-0.83029017 	1 
0.61259805 	0.68969583 	0.15664494 	0.95802676 	0.54643194 	-1.10418215 	0.95411430 	1 
0.54729921 	0.52889442 	0.71950268 	0.57659157 	0.65233205 	-1.15140351 	0.25418826 	1 
0.14175904 	0.22260603 	-0.05918773 	0.19289937 	-0.04396115 	0.56053676 	-0.19140419 	1 
-0.28096504 	-0.30574145 	0.36401358 	-0.43003620 	-0.15250876 	-1.31900605 	-0.82825550 	1 
-0.32907997 	-0.41294239 	0.71950268 	-0.42777918 	-0.15780377 	0.19008193 	-1.36337338 	1 
-0.36688456 	-0.38231355 	0.20742910 	-0.33749867 	-0.27164638 	-0.37524411 	-1.09072777 	1 
-0.38063169 	-0.38997076 	0.14394890 	-0.33072763 	-0.38284149 	-0.51092236 	-1.18635720 	1 
-0.08850530 	-0.21385493 	1.19772016 	-0.62639632 	0.19696159 	0.32243474 	-1.27588262 	1 
-0.29471216 	-0.55842937 	2.00180264 	-1.15002332 	0.32933672 	1.02011358 	-1.27588262 	1 
0.28954062 	0.14603393 	1.47280101 	-0.22916205 	0.67615957 	-1.39748661 	-0.73669541 	1 
-0.05070070 	-0.26745540 	1.87484225 	-0.95592021 	0.54907945 	-1.28575158 	-1.54445890 	1 
-0.73118336 	-0.75751683 	-0.10150786 	-0.90852294 	-0.55492917 	0.26723231 	-1.00527168 	1 
-0.23628688 	-0.12196841 	-0.53317319 	0.06650665 	-0.34312895 	-0.41780983 	-0.47218848 	1 
-0.25347079 	-0.22916935 	0.05084461 	-0.24496114 	-0.23987635 	-0.67320418 	-0.38469772 	1 
0.35483947 	0.26089208 	1.17656009 	-0.02377387 	0.65762706 	-1.95210471 	-0.64513532 	1 
-0.95113735 	-1.01786196 	-0.19461214 	-1.19516358 	-0.85409697 	-1.51986307 	-0.90964225 	1 
0.05583951 	0.15369114 	-0.22423624 	0.36217534 	-0.03601864 	-1.26978943 	-0.82825550 	1 
0.46137968 	0.45997953 	0.58831028 	0.46148391 	0.42994183 	-1.86038887 	-0.20564687 	1 
-0.62807993 	-0.61202984 	-0.29194845 	-0.52708775 	-0.61582173 	-0.21761790 	-1.18635720 	1 
-0.72430980 	-0.68094473 	-0.61781345 	-0.52708775 	-0.80114691 	-0.79558065 	-1.09683178 	1 
-0.25347079 	-0.29042703 	0.46558190 	-0.19756387 	-0.09955871 	-0.62930828 	-0.75297276 	1 
-0.48029834 	-0.41294239 	-0.44853293 	-0.25398919 	-0.51256912 	-0.11253377 	-0.63292731 	1 
-0.57996499 	-0.56608658 	-0.20307617 	-0.39392399 	-0.75084436 	-1.89224666 	-0.71634872 	1 
0.22080500 	0.29152092 	0.05930864 	0.28995093 	0.29756669 	-0.19167942 	-0.36638570 	1 
-0.26034435 	-0.11431120 	-0.76593391 	0.19967041 	-0.19222130 	0.14618603 	-0.22192422 	1 
-0.31189607 	-0.29808424 	0.07623669 	-0.09825530 	-0.28753140 	-1.04831464 	-0.80587415 	1 
0.06958663 	0.09243346 	0.29206936 	0.18838535 	0.18372408 	-1.04498919 	-0.09780943 	1 
0.43732221 	0.33746418 	1.22734425 	0.18161431 	0.59938200 	-0.95121158 	0.07106807 	1 
0.46481646 	0.54420884 	0.10162877 	0.44568482 	0.54378444 	-0.58341711 	0.24198024 	1 
0.76725320 	0.62843815 	1.56167328 	0.45922690 	1.12358752 	-0.49496021 	0.15448949 	1 
-0.01633289 	-0.03008190 	0.47827794 	0.06199262 	0.07782397 	-0.39120625 	-0.20157754 	1 
-0.19504551 	-0.29808424 	0.99035152 	-0.52257373 	0.10429900 	1.98515839 	-0.82825550 	1 
-0.44936731 	-0.54311495 	0.68141456 	-0.63316736 	-0.27164638 	-0.74037822 	-0.46811914 	1 
-0.46311444 	-0.54311495 	0.60100631 	-0.62639632 	-0.26635138 	-0.96517846 	-0.47218848 	1 
-0.57996499 	-0.77283125 	1.26543237 	-1.10714008 	-0.15250876 	-0.82417949 	-1.27181329 	1 
0.22424178 	0.23026324 	0.46558190 	0.56079248 	0.36375426 	0.67227179 	0.24401491 	1 
0.09020732 	-0.01476748 	1.16809607 	-0.11179737 	0.53848944 	-0.38056482 	-0.46404980 	1 
-0.36001100 	-0.39762797 	0.35554956 	-0.56997100 	-0.27429388 	-1.42342510 	-0.90964225 	1 
0.17612685 	0.15369114 	0.63909443 	0.16355820 	0.35581175 	-1.55178736 	-0.56171390 	1 
0.04896595 	0.00054694 	0.73219872 	-0.13211049 	0.31345171 	-0.49363003 	-0.47422315 	1 
-0.01976967 	-0.03008190 	0.46134988 	-0.18853581 	0.08576648 	-0.66256275 	-0.60444194 	1 
0.00428779 	0.08477625 	-0.14382799 	0.11164691 	-0.00160111 	-1.04498919 	-0.11612145 	1 
-0.14349379 	-0.12196841 	0.17357299 	-0.09825530 	0.03546393 	0.18276595 	-0.53729788 	1 
0.32047165 	0.26854929 	0.90147924 	0.10261885 	0.46435936 	1.25888070 	-0.55357523 	1 
-0.12287311 	0.03883299 	-0.72784579 	0.19515639 	-0.38548900 	0.27654356 	-0.02456136 	1 
-0.17786160 	-0.21385493 	0.51213404 	-0.28107334 	-0.15780377 	-0.24754693 	-0.37452438 	1 
